API,GDP at purchasing power parities (Billion 2015$ PPP),1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
INTL.4701-34-LBY-BDOLPPP.A,        Libya,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,270.031,289.4718,300.2405,347.2435,337.8253,325.1123,331.4025,324.044,330.9595,348.2114,335.8421,338.3597,346.272,348.044,349.9494,402.5159,428.0234,480.661,512.0989,543.8039,543.7219,518.1442,545.4438,271.3743,505.92,327.2681,153.5573,137.239,116.0929,190.405,216.9504,238.4199,96.03723,260.7008,276.5348
INTL.4701-34-LTU-BDOLPPP.A,        Lithuania,--,--,--,--,--,--,--,--,--,--,--,--,47.34541,39.66321,35.78966,36.21587,38.02784,41.18123,44.2875,43.78396,45.41597,48.40488,51.66463,57.08686,60.80168,65.62276,70.50667,78.33125,80.2213,68.43934,69.5236,73.77608,76.583,79.37669,82.13336,83.78399,85.9119,89.58364,93.16877,97.47801,97.45669,103.2857,105.8816
INTL.4701-34-LUX-BDOLPPP.A,        Luxembourg,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,22.33141,24.51936,25.7937,28.02334,28.53337,29.73197,30.86781,31.32752,31.77624,33.48745,35.71632,38.63662,41.31262,42.57862,43.95604,45.11459,47.05704,48.22524,51.13226,55.26325,55.08267,53.28208,55.27211,55.84088,56.75276,58.54789,60.08295,61.454,64.51945,65.37363,66.19295,67.73356,67.20442,70.63047,72.11643
INTL.4701-34-MAC-BDOLPPP.A,        Macau,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,14.40198,15.12554,16.33261,16.93026,19.18186,20.17656,21.0348,21.728,21.63691,21.57653,20.59023,20.10458,21.26003,21.8741,23.82314,26.59647,33.67922,36.39897,41.27298,47.24779,48.85013,49.4726,61.90161,75.28245,82.24035,91.08352,89.21772,70.023,69.5477,76.49078,81.4357,79.39004,36.51043,43.07877,31.16368
INTL.4701-34-MDG-BDOLPPP.A,        Madagascar,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,20.02561,20.84163,21.49374,20.13827,20.37608,20.80396,20.79521,21.14427,21.59976,22.39755,23.27488,24.36862,25.45469,26.97694,23.62965,25.94179,27.30555,28.60416,30.14835,31.86999,34.00931,32.65618,32.8584,33.37705,34.38208,35.173,36.34749,37.486,38.98288,40.51619,41.81271,43.65248,40.53542,42.31993,44.07197
INTL.4701-34-MWI-BDOLPPP.A,        Malawi,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,8.270743,8.381959,8.859086,9.632504,8.926154,9.791263,8.78862,10.25885,11.00946,11.42698,11.87209,12.23328,12.42608,11.80789,12.00862,12.69379,13.38186,13.81928,14.46878,15.85778,17.06928,18.49082,19.7619,20.72115,21.1119,22.20972,23.47569,24.133,24.73247,25.72178,26.8514,28.31431,28.54083,29.32611,29.69287
INTL.4701-34-MYS-BDOLPPP.A,        Malaysia,104.3912,111.6391,118.3099,125.668,135.4224,133.8998,135.4432,142.7431,156.928,171.1451,186.5624,204.7004,222.9073,244.9623,267.5354,293.8391,323.2327,346.9172,321.3882,341.0926,370.6675,372.5861,392.6727,415.4034,443.579,465.6512,491.655,522.6246,547.8788,539.5849,580.2048,610.9179,644.3574,674.6016,715.1225,750.9297,784.345,829.9364,870.1314,908.5322,858.2499,884.789,965.9395
INTL.4701-34-MDV-BDOLPPP.A,        Maldives,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,2.63E-07,2.63E-07,1.886534,2.017673,2.14805,2.26497,2.434833,2.614215,2.819669,3.056182,3.285124,3.48775,3.62054,3.482337,3.734133,4.243763,4.499822,3.909035,4.929744,5.31002,5.813691,5.39343,5.78527,6.280879,6.438991,6.907819,7.414134,7.628,8.111484,8.696317,9.402729,10.07008,6.69733,9.49314,10.79756
INTL.4701-34-MLI-BDOLPPP.A,        Mali,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,9.174241,10.25367,11.6164,12.97913,12.4527,12.93155,13.6279,13.749,14.60167,15.19916,16.189,16.93663,16.92613,19.52925,20.13538,21.97171,22.31464,23.77283,24.8813,25.75004,26.97961,28.24193,29.77056,30.73507,30.47865,31.17809,33.38638,35.447,37.52183,39.51263,41.38789,43.35645,42.82075,44.16587,44.57169
INTL.4701-34-MLT-BDOLPPP.A,        Malta,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,5.374963,5.818768,6.188605,6.570771,6.878968,7.174837,7.384412,8.074774,8.395299,8.80212,9.110317,9.480155,10.07189,9.958959,10.21436,10.62723,10.64758,11.00357,11.28332,11.82397,12.27671,12.13692,12.81036,12.87275,13.40005,14.13171,15.21319,16.674,17.24001,19.11219,20.28925,21.70886,19.85503,22.16177,23.57438
INTL.4701-34-MTQ-BDOLPPP.A,        Martinique,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,3.105639,3.283902,2.653393,2.800125,2.863129,4.729889,4.86648,4.95302,5.181773,5.348106,5.538323,5.723619,5.764791,6.076089,6.142927,6.357929,6.605888,6.896547,7.08965,7.153458,7.131997,6.668417,6.975165,7.044916,7.044916,7.009691,7.107827,7.136258,7.05776,7.071875,7.156737,7.256932,6.973912,6.786633,6.826134
INTL.4701-34-MRT-BDOLPPP.A,        Mauritania,6.564869,6.791375,6.632463,6.880208,6.658192,6.857589,7.249404,7.38717,7.514258,7.873258,7.733799,7.872086,8.01962,8.490666,8.230789,9.039033,9.564999,9.178127,9.433073,9.779563,9.3964,9.321277,9.450052,10.10478,10.58301,11.48958,13.59599,13.32822,13.2841,13.2971,13.64551,14.21491,14.85032,15.46673,16.12791,16.995,17.20929,18.2884,19.11627,20.21736,19.86086,20.31761,21.27667
INTL.4701-34-MUS-BDOLPPP.A,        Mauritius,4.537008,4.803891,5.067964,5.087415,5.32644,5.696867,6.251857,6.807712,7.270048,7.594667,8.140475,8.501541,9.055221,9.515414,9.908984,10.33386,10.91129,11.53187,12.23208,12.55145,13.58102,14.03565,14.26232,15.10742,15.76158,16.04174,16.8611,17.82673,18.78712,19.40987,20.2595,21.08558,21.82276,22.52655,23.40756,24.276,25.25442,26.21669,27.24472,28.04696,23.89815,24.78581,26.57951
INTL.4701-34-MEX-BDOLPPP.A,        Mexico,984.7554,1068.843,1063.267,1026.117,1061.066,1084.124,1050.379,1068.618,1082.148,1126.844,1185.038,1234.733,1278.805,1311.174,1375.849,1289.31,1373.518,1470.584,1546.962,1589.37,1664.124,1660.813,1660.021,1684.366,1746.659,1790.448,1870.955,1913.628,1931.339,1833.257,1927.224,1997.982,2066.566,2099.24,2159.19,2230.743,2284.178,2337.527,2388.544,2384.068,2188.953,2297.174,2367.308
INTL.4701-34-FSM-BDOLPPP.A,        Micronesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-MDA-BDOLPPP.A,        Moldova,--,--,--,--,--,--,--,--,--,--,--,--,0.000001,0.000001,0.000001,15.01238,14.13009,14.36284,13.4232,12.97107,13.24446,14.05786,15.15573,16.15955,17.34942,18.65087,19.54325,20.12924,21.70689,20.40673,21.8544,23.12593,22.98955,25.06869,26.32203,26.233,27.38959,28.67438,29.90779,31.00942,28.84836,32.8422,32.9281
INTL.4701-34-MNG-BDOLPPP.A,        Mongolia,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,8.593068,8.953978,8.730128,7.92707,7.17706,6.961337,7.122307,8.286221,8.481193,8.820301,9.131872,9.425526,9.525083,9.624708,9.9945,10.60609,11.73302,12.5841,13.66083,15.06079,16.40125,16.19319,17.22391,18.91093,21.12408,24.33858,28.62878,31.928,32.41063,34.21359,36.80769,38.81994,37.12682,37.72926,38.77321
INTL.4701-34-MNE-BDOLPPP.A,        Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.38834,8.958746,9.603778,9.046761,9.291021,9.588334,9.32945,9.655979,9.829787,10.164,10.45875,10.95032,11.50878,11.98064,10.14761,11.46679,11.8788
INTL.4701-34-MSR-BDOLPPP.A,        Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-MAR-BDOLPPP.A,        Morocco,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,98.95469,101.7712,105.2434,112.8378,110.4708,109.6527,121.2627,114.7079,128.9005,126.8888,136.0737,136.7942,138.9731,149.4682,154.4246,164.179,172.0617,177.188,190.9374,195.9036,207.5077,216.3138,224.5675,236.3477,243.4618,254.5039,258.5366,269.769,271.1749,284.8908,293.6246,302.113,280.4001,302.635,305.0131
INTL.4701-34-MOZ-BDOLPPP.A,        Mozambique,5.904697,6.199931,5.772136,4.865911,4.549626,4.595123,4.489436,5.149382,5.57163,5.933787,5.993125,6.288312,5.903172,6.528822,6.955375,7.112549,7.909335,8.803174,9.677439,10.80956,10.93714,12.2591,13.3981,14.31969,15.4533,16.48031,18.07797,19.47535,20.90051,22.22105,23.66593,25.42133,27.26652,29.16526,31.32306,33.42898,34.70738,36.03852,37.25925,38.11269,37.65771,38.53806,40.09716
INTL.4701-34-NAM-BDOLPPP.A,        Namibia,--,--,--,--,--,--,--,--,--,--,8.454487,9.144967,9.802404,9.647485,9.814373,10.19704,10.52255,10.96658,11.32749,11.70914,12.1181,12.26089,12.84803,13.39269,15.03595,15.41625,16.50659,17.39379,17.85468,17.90744,18.98901,19.95578,20.96588,22.25243,23.60827,24.61499,24.62342,24.37039,24.62865,24.42198,22.45927,23.05585,23.95205
INTL.4701-34-NRU-BDOLPPP.A,        Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-NPL-BDOLPPP.A,        Nepal,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,25.78624,26.86355,28.3914,29.90351,30.96734,32.94009,34.87914,36.3288,38.30224,39.79773,41.18404,43.44859,46.01319,46.97471,47.77178,49.98612,52.04591,53.78818,55.5119,58.22185,61.3882,64.27046,66.78244,69.40005,72.18284,75.68504,79.73541,80.943,84.63379,92.1268,99.19757,100.7285,100.9708,106.4979,111.1516
INTL.4701-34-NLD-BDOLPPP.A,        Netherlands,410.7781,408.6679,403.4251,410.5176,423.3185,434.5635,448.1472,456.4387,477.3668,498.7554,519.5934,532.3301,540.7895,547.6251,564.1007,582.4531,599.8473,626.8801,655.4576,687.7505,717.1936,733.9172,735.5176,737.0808,750.0582,765.4731,793.164,823.0603,840.9817,810.0914,820.6364,833.2569,824.6667,823.9801,835.7771,852.1342,870.3852,896.5722,917.3374,934.8982,898.6306,942.3995,982.347
INTL.4701-34-NLDA-BDOLPPP.A,        Netherlands Antilles,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1.617572,1.743743,1.769899,1.801757,1.859395,1.944427,2.050379,2.082742,2.111678,2.137489,2.070933,2.033482,1.992507,2.020588,2.02867,2.063158,2.087915,2.110883,2.145415,2.198406,2.246509,2.234572,2.236411,2.250112,2.246887,2.228806,2.203044,2.20901,2.189293,2.151218,2.104603,2.03364,1.658675,1.671679,1.794905
INTL.4701-34-NCL-BDOLPPP.A,        New Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-NZL-BDOLPPP.A,        New Zealand,66.8885,70.0028,70.6536,73.12065,76.62556,77.86338,79.9699,80.88391,81.98648,83.23234,84.09194,82.18642,83.04223,86.98581,93.00607,96.85496,100.491,103.5576,104.3543,109.2075,113.5964,116.3153,122.2712,127.681,133.4869,136.7171,140.1729,145.6259,145.0738,145.5911,148.6447,151.2145,155.1967,158.6222,163.8397,170.5885,177.6236,184.8125,192.5042,198.6714,196.8666,207.9286,213.6388
INTL.4701-34-NIC-BDOLPPP.A,        Nicaragua,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,13.55083,13.52513,13.57742,13.5244,13.97553,14.80185,15.74111,16.3655,16.97294,18.16715,18.91229,19.47225,19.61906,20.1136,21.18208,22.08917,23.00634,24.16733,25.0231,24.1811,25.24655,26.84915,28.59136,30.00903,31.44579,32.94499,34.4547,36.04758,34.84561,33.50752,32.89183,36.32018,37.76282
INTL.4701-34-NER-BDOLPPP.A,        Niger,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,9.165704,9.253424,9.132347,9.092212,9.274125,9.303953,9.476523,9.709386,9.719145,9.867604,10.85166,10.82783,10.69698,11.47445,12.03882,12.30014,12.34488,13.24999,14.03586,14.47697,15.59624,15.90233,17.26646,17.67356,19.53794,20.57641,21.94312,22.907,24.22207,25.4335,27.26746,28.88753,29.9217,30.32626,30.90801
INTL.4701-34-NGA-BDOLPPP.A,        Nigeria,0.000004,278.4563,259.5119,231.1626,228.5837,242.0999,242.2475,249.9997,268.3348,273.4851,305.6931,306.7886,320.9965,314.4639,308.7566,308.5322,321.478,330.9201,339.4621,341.4449,358.5716,379.7907,438.0094,470.1908,513.6861,546.7599,579.8904,618.1118,659.9238,712.9613,781.313,819.8696,854.6986,900.3656,957.1194,982.9383,967.5508,975.0321,993.8612,1015.889,997.5011,1033.559,1061.775
INTL.4701-34-NIU-BDOLPPP.A,        Niue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-PRK-BDOLPPP.A,        North Korea,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,46.86973,47.52592,45.48231,43.47327,40.39362,38.58444,37.77002,36.11781,34.90696,32.64381,32.34866,34.31484,34.45625,35.75047,36.17988,36.8377,37.60252,39.01671,38.61649,38.15825,39.34055,38.98307,38.79894,39.10817,39.61988,40.04452,40.46225,39.99999,41.54742,40.10053,38.43721,38.57302,36.82477,36.78456,37.4433
INTL.4701-34-MKD-BDOLPPP.A,        North Macedonia,--,--,--,--,--,--,--,--,--,--,--,--,18.29962,16.92715,16.62246,16.43961,16.63689,16.86981,17.44338,18.19345,19.01215,18.429,18.70427,19.11999,20.01368,20.95914,22.03582,23.4623,24.74616,24.65742,25.4856,26.08193,25.96295,26.72243,27.69222,28.76,29.57914,29.89912,30.76039,31.96319,30.01002,31.19969,31.85945
INTL.4701-34-MNP-BDOLPPP.A,        Northern Mariana Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.284,1.239,1.21,1.061,0.99,0.938,0.939,0.795,0.799,0.733,0.751,0.782,0.845,0.931,1.25,1.601,1.323,NA,NA,NA,NA
INTL.4701-34-NOR-BDOLPPP.A,        Norway,131.6618,133.7562,134.0104,139.3378,147.8489,156.0495,162.3572,165.2314,164.8598,166.6128,169.7945,175.044,181.3048,186.4536,195.9357,204.3724,214.6142,225.9505,231.9672,236.9035,244.6249,249.6327,253.1462,255.5071,265.664,272.7246,279.5786,287.6281,288.9185,283.3368,285.5634,288.7218,296.5884,299.5987,307.5411,313.2413,315.4473,324.6683,328.5494,332.1988,326.0246,338.9478,350.4502
INTL.4701-34-OMN-BDOLPPP.A,        Oman,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,49.67031,51.15216,55.43909,58.78639,63.7804,67.69917,70.30246,73.69749,75.83095,80.51533,82.69193,82.93802,88.07388,92.13688,91.41437,89.40812,91.18959,93.72416,98.10091,102.987,112.2044,118.9164,121.856,125.3833,136.4961,143.6318,145.4878,152.787,160.4973,160.9853,163.0574,161.217,155.7684,160.5849,167.2525
INTL.4701-34-PAK-BDOLPPP.A,        Pakistan,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,326.1249,342.3008,357.5625,377.0644,406.6068,411.7209,427.1087,448.3043,470.0318,474.7998,486.9082,504.7298,531.4463,550.3361,564.1404,596.731,641.7655,683.6008,723.9262,758.9123,771.8244,793.6799,806.4319,828.5958,857.6549,895.3614,937.2169,981.558,1035.806,1081.72,1148.264,1176.943,1161.948,1237.324,1313.892
INTL.4701-34-PSE-BDOLPPP.A,        Palestinian Territories,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.594005,6.395855,6.92547,6.332956,5.74329,5.026046,5.730478,6.986856,7.775718,7.698229,7.989858,8.58344,9.321057,9.859568,10.80617,11.46496,12.00365,11.9847,12.43069,13.53262,13.7247,13.89311,14.08243,12.48851,13.36901,13.66993
INTL.4701-34-PAN-BDOLPPP.A,        Panama,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,20.82958,21.17279,22.89858,25.05008,27.09175,28.56695,29.40376,29.87784,32.09683,34.16895,36.69714,38.09959,39.16384,39.37184,40.28082,41.95684,45.12592,48.35969,52.47959,58.82388,64.62147,65.42471,69.23766,77.07072,84.60712,90.44834,95.03084,100.479,105.4559,111.3521,115.456,118.8963,97.56047,112.5222,119.0519
INTL.4701-34-PNG-BDOLPPP.A,        Papua New Guinea,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,9.754844,9.615578,9.327513,10.2163,11.63117,13.7483,14.56525,14.08278,15.01167,14.05932,14.7176,14.99065,14.62274,14.61652,14.90979,15.56386,15.65212,16.26714,16.6402,17.94066,17.88747,19.1039,21.03882,21.27184,22.26249,23.11402,26.24454,27.97099,29.50648,30.54942,30.46411,32.24924,30.99007,31.32737,32.56307
INTL.4701-34-PRY-BDOLPPP.A,        Paraguay,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,31.34437,33.37334,34.81907,35.98582,36.53136,38.36852,40.43507,43.19388,43.87366,45.735,45.76612,45.14092,44.0963,43.7285,43.71915,45.60814,47.45865,48.47118,50.80125,53.5555,57.03462,56.88568,63.19728,65.90615,65.4395,70.86645,74.62326,76.82998,80.1091,83.9624,86.65277,86.30456,85.59705,89.10859,88.09747
INTL.4701-34-PER-BDOLPPP.A,        Peru,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,135.03,118.11,112.6377,114.8473,114.2117,120.0902,134.7562,144.6418,148.6229,158.2362,157.7419,160.0877,164.4825,165.4712,174.5072,181.7585,190.6599,202.5065,217.6741,236.1444,257.8174,260.8018,282.4978,300.4434,318.8774,337.4706,345.6912,356.8229,370.9442,380.1935,395.2612,404.1886,359.5905,408.5212,420.2149
INTL.4701-34-PHL-BDOLPPP.A,        Philippines,217.9599,222.422,230.648,235.0233,218.4792,203.495,210.6391,219.8267,234.5484,249.0527,256.7301,255.6098,256.6773,262.2777,273.7489,286.4103,303.195,318.9199,317.2804,327.8981,342.2682,352.7047,365.8122,384.4208,409.6742,429.9224,452.7788,482.2968,503.2501,510.5388,547.9843,569.1268,608.3791,649.448,690.6748,734.5211,787.0353,841.5846,894.9536,949.7116,859.3152,908.3232,977.349
INTL.4701-34-POL-BDOLPPP.A,        Poland,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.282,419.3475,389.9283,399.7345,414.6781,436.6259,466.8835,493.365,523.9786,547.7726,572.6187,599.3143,607.9761,619.7586,641.708,674.6572,697.901,741.683,794.0196,828.2979,850.4082,881.0494,925.4496,940.4456,952.71,983.7929,1020.71,1051.857,1102.632,1161.075,1211.134,1186.294,1266.582,1340.058
INTL.4701-34-PRT-BDOLPPP.A,        Portugal,177.6303,177.6303,177.6303,177.6303,177.6303,177.6303,181.7738,191.912,196.7921,207.4822,217.3816,222.6823,226.9066,223.7879,229.3219,243.9734,252.5229,263.6358,276.3115,287.1058,298.0622,303.8554,306.198,303.3488,308.7748,311.1891,316.2458,324.1728,325.2077,315.0546,320.5292,315.0924,302.3083,299.5189,301.8918,307.3017,313.5076,324.5003,333.7462,342.7,314.2538,331.4829,353.7379
INTL.4701-34-PRI-BDOLPPP.A,        Puerto Rico,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,44.9394,47.15791,48.9401,50.06414,52.3492,54.78215,57.07461,59.67024,61.05311,64.03329,67.5755,71.21384,73.54327,78.18732,78.90463,78.94161,81.33759,79.72147,78.59786,77.68403,76.25132,74.76258,74.45362,74.18669,74.20841,73.98071,73.10009,72.33294,71.41938,69.35823,66.12642,66.91178,63.42722,65.51104,67.50766
INTL.4701-34-QAT-BDOLPPP.A,        Qatar,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,23.71202,25.18729,26.04763,25.61489,28.51695,28.13895,28.53825,29.22299,30.50137,39.65534,44.10357,45.99321,49.68581,51.62284,55.3305,57.38839,68.41805,73.5444,92.79129,109.4803,128.8183,144.2205,172.4767,195.5458,204.7953,216.174,227.7054,238.529,245.8378,242.1562,245.1464,247.046,238.0522,241.6786,251.6313
INTL.4701-34-REU-BDOLPPP.A,        Reunion,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,8.767796,8.546847,10.67501,10.93121,12.1883,11.06576,11.23175,11.97304,12.22448,12.92127,13.51565,14.38064,15.31619,15.85279,16.65024,17.21449,18.02925,18.87282,19.61833,20.73437,21.0009,20.33589,20.38004,21.01183,21.02281,21.17939,21.82629,22.43743,23.13299,23.87325,24.2791,24.81324,23.77108,25.36374,26.10875
INTL.4701-34-ROU-BDOLPPP.A,        Romania,268.1765,270.1986,280.9878,298.1232,315.7484,315.4391,323.0112,325.6086,324.0168,305.2408,288.1859,251.0144,228.8686,232.2639,241.3248,249.0748,258.983,248.8686,243.7405,242.4084,248.6557,260.1975,274.7755,281.0304,309.1977,324.7306,350.2964,375.2688,410.044,388.3655,373.77,390.3459,397.9599,398.3674,414.9041,428.194,440.6531,477.3259,504.7653,524.0372,507.4745,534.4378,558.4188
INTL.4701-34-RUS-BDOLPPP.A,        Russia,--,--,--,--,--,--,--,--,--,--,--,--,2477.334,2262.011,1972.452,1873.783,1806.681,1831.535,1734.117,1844.192,2029.615,2132.752,2233.976,2398.301,2569.673,2734.04,2957.284,3210.138,3378.579,3114.341,3254.868,3370.568,3506.202,3567.75,3594.017,3523.118,3529.942,3594.388,3695.294,3776.522,3675.92,3850.517,3762.872
INTL.4701-34-RWA-BDOLPPP.A,        Rwanda,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,6.222572,6.220298,6.071055,5.918406,6.265978,5.757889,2.864661,3.873711,4.367443,4.972323,5.412804,5.648364,6.121183,6.640537,7.516561,7.682106,8.254245,9.028319,10.59592,11.40398,12.67631,13.46381,14.45699,15.60591,16.95464,17.75389,18.84992,20.516,21.74426,22.61109,24.55044,26.87179,25.96676,28.79645,30.9924
INTL.4701-34-SHN-BDOLPPP.A,        Saint Helena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-KNA-BDOLPPP.A,        Saint Kitts and Nevis,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.5248981,0.5565305,0.5738917,0.5869205,0.6049825,0.6377618,0.6722294,0.6954998,0.7365139,0.790477,0.7985678,0.8300571,0.8839244,0.9322202,0.9562917,0.9217198,0.9549633,1.038728,1.057549,1.055683,1.122105,1.088218,1.063742,1.089258,1.082717,1.153743,1.212815,1.272,1.312068,1.337359,1.373671,1.415475,1.142873,1.108975,1.247825
INTL.4701-34-LCA-BDOLPPP.A,        Saint Lucia,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1.358729,1.458785,1.501815,1.510651,1.62088,1.625251,1.653563,1.672277,1.789912,1.783709,1.897226,1.94051,1.933479,1.867584,1.875361,1.955333,2.097441,2.088832,2.218239,2.260822,2.372124,2.335284,2.345886,2.447393,2.444728,2.395711,2.427522,2.43,2.513298,2.601306,2.677429,2.67572,2.130577,2.459982,2.515673
INTL.4701-34-SPM-BDOLPPP.A,        Saint Pierre and Miquelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-VCT-BDOLPPP.A,        Saint Vincent/Grenadines,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.6570541,0.6662862,0.6939365,0.7018179,0.7465735,0.763444,0.7478899,0.8036255,0.8165867,0.846399,0.8891724,0.9267614,0.9436118,0.9603058,1.020437,1.098864,1.144474,1.173085,1.263451,1.305379,1.326063,1.29818,1.254743,1.249421,1.266782,1.28997,1.305631,1.323,1.348103,1.361589,1.391042,1.397926,1.359789,1.271558,1.355638
INTL.4701-34-WSM-BDOLPPP.A,        Samoa,0.4765097,0.433336,0.4290719,0.431204,0.4397321,0.4653165,0.4871698,0.4898348,0.5036931,0.5330085,0.498896,0.4866368,0.5068912,0.5154193,0.5484658,0.5841774,0.6268181,0.6316152,0.6385443,0.6348132,0.6667938,0.7163635,0.7568719,0.7963149,0.8208333,0.8752001,0.8938557,0.8981192,0.9301,0.9253033,0.9487555,0.9881978,0.9476893,0.9439582,0.9444913,0.9849998,1.064418,1.076145,1.062819,1.109724,1.080941,0.9935283,0.9368421
INTL.4701-34-STP-BDOLPPP.A,        Sao Tome and Principe,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.3865153,0.3986338,0.3900525,0.3947372,0.3975002,0.4018727,0.410714,0.4189283,0.4252123,0.4294488,0.440185,0.4511895,0.4532125,0.4671013,0.4764575,0.5096382,0.5291688,0.5667067,0.6183655,0.6384847,0.6907523,0.7075126,0.7547176,0.78791,0.8126675,0.851795,0.907587,0.9430861,0.9823633,1.020174,1.050221,1.07344,1.106606,1.126531,1.149817
INTL.4701-34-SAU-BDOLPPP.A,        Saudi Arabia,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,647.5096,644.2522,742.1367,853.5158,887.55,875.446,880.3374,882.2045,905.4721,915.4659,941.9538,906.5054,957.4997,945.9074,919.2412,1022.582,1103.964,1165.497,1197.995,1220.125,1296.379,1269.684,1333.669,1480.29,1560.631,1605.115,1669.762,1748.077,1789.386,1788.138,1836.712,1851.996,1771.593,1841.07,1997.561
